,datetime,open,high,low,close,volume
28102,2021-07-12 09:18:00,14873.7915,14876.5,14872.0,14875.7382,483
28103,2021-07-12 09:19:00,14875.7382,14876.0,14873.75,14874.7248,140
28104,2021-07-12 09:20:00,14874.7248,14875.5,14874.0,14875.0024,92
28105,2021-07-12 09:21:00,14875.0024,14877.75,14873.25,14873.7148,191
28106,2021-07-12 09:22:00,14873.7148,14874.75,14872.0,14874.024,128
28107,2021-07-12 09:23:00,14874.024,14875.25,14873.75,14874.7916,71
28108,2021-07-12 09:24:00,14874.7916,14875.75,14874.25,14875.5046,70
28109,2021-07-12 09:25:00,14875.5046,14875.5046,14873.25,14874.2299,60
28110,2021-07-12 09:26:00,14874.2299,14877.25,14874.0,14876.0413,273
28111,2021-07-12 09:27:00,14876.0413,14876.25,14871.0,14871.5349,223
28112,2021-07-12 09:28:00,14871.5349,14873.5,14869.5,14872.9577,411
28113,2021-07-12 09:29:00,14872.9577,14874.0,14870.75,14872.7123,352
28114,2021-07-12 09:30:00,14872.7123,14872.75,14870.0,14870.4546,376
28115,2021-07-12 09:31:00,14870.4546,14877.75,14865.0,14871.4973,4206
28116,2021-07-12 09:32:00,14871.4973,14881.75,14866.25,14879.9841,3183
28117,2021-07-12 09:33:00,14879.9841,14888.5,14872.0,14872.7765,3703
28118,2021-07-12 09:34:00,14872.7765,14875.75,14863.25,14873.5488,2971
28119,2021-07-12 09:35:00,14873.5488,14874.25,14862.25,14866.4576,2310
28120,2021-07-12 09:36:00,14866.4576,14870.25,14862.25,14864.2743,2357
28121,2021-07-12 09:37:00,14864.2743,14868.5,14857.25,14868.2647,2540
28122,2021-07-12 09:38:00,14868.2647,14870.0,14857.75,14859.7083,1755
28123,2021-07-12 09:39:00,14859.7083,14863.25,14851.5,14852.9944,2465
28124,2021-07-12 09:40:00,14852.9944,14855.0,14842.0,14847.2155,3178
28125,2021-07-12 09:41:00,14847.2155,14847.5,14824.25,14825.2239,4565
28126,2021-07-12 09:42:00,14825.2239,14841.0,14824.0,14838.286,2777
28127,2021-07-12 09:43:00,14838.286,14844.75,14835.75,14842.5331,1952
28128,2021-07-12 09:44:00,14842.5331,14852.0,14842.0,14849.0277,2523
28129,2021-07-12 09:45:00,14849.0277,14855.5,14845.0,14854.7054,1823
28130,2021-07-12 09:46:00,14854.7054,14858.0,14839.0,14839.0412,2721
28131,2021-07-12 09:47:00,14839.0412,14843.0,14833.0,14838.2277,2043
28132,2021-07-12 09:48:00,14838.2277,14847.25,14833.25,14844.7527,1453
28133,2021-07-12 09:49:00,14844.7527,14844.7527,14831.25,14839.2422,1831
28134,2021-07-12 09:50:00,14839.2422,14840.25,14827.5,14829.2697,1475
28135,2021-07-12 09:51:00,14829.2697,14836.5,14821.0,14823.7918,3098
28136,2021-07-12 09:52:00,14823.7918,14830.75,14817.25,14829.9709,1928
28137,2021-07-12 09:53:00,14829.9709,14837.75,14828.0,14834.4611,1423
28138,2021-07-12 09:54:00,14834.4611,14834.75,14815.0,14820.5229,2764
28139,2021-07-12 09:55:00,14820.5229,14828.5,14817.5,14823.4769,1632
28140,2021-07-12 09:56:00,14823.4769,14832.0,14822.0,14823.2297,1636
28141,2021-07-12 09:57:00,14823.2297,14831.0,14818.25,14829.2437,1518
28142,2021-07-12 09:58:00,14829.2437,14833.75,14821.75,14822.7746,1406
28143,2021-07-12 09:59:00,14822.7746,14828.25,14816.75,14823.477,1954
28144,2021-07-12 10:00:00,14823.477,14829.75,14816.5,14828.7028,1370
28145,2021-07-12 10:01:00,14828.7028,14829.5,14816.5,14821.2248,2063
28146,2021-07-12 10:02:00,14821.2248,14821.25,14804.5,14808.2169,3569
28147,2021-07-12 10:03:00,14808.2169,14823.75,14806.5,14820.7194,2007
28148,2021-07-12 10:04:00,14820.7194,14824.5,14816.5,14819.7742,1525
28149,2021-07-12 10:05:00,14819.7742,14822.0,14810.0,14818.2798,1610
28150,2021-07-12 10:06:00,14818.2798,14820.75,14803.25,14805.7287,2233
28151,2021-07-12 10:07:00,14805.7287,14811.25,14802.25,14809.2098,1650
28152,2021-07-12 10:08:00,14809.2098,14821.75,14807.75,14821.2616,1789
28153,2021-07-12 10:09:00,14821.2616,14826.0,14817.5,14823.9619,1466
28154,2021-07-12 10:10:00,14823.9619,14826.5188,14820.0,14826.5188,1097
28155,2021-07-12 10:11:00,14826.5188,14827.25,14819.25,14825.7152,1101
28156,2021-07-12 10:12:00,14825.7152,14827.25,14818.75,14821.2656,864
28157,2021-07-12 10:13:00,14821.2656,14828.5,14821.0,14826.7657,1086
28158,2021-07-12 10:14:00,14826.7657,14831.25,14825.25,14829.2222,1756
28159,2021-07-12 10:15:00,14829.2222,14835.25,14828.25,14834.9738,1359
28160,2021-07-12 10:16:00,14834.9738,14835.75,14814.0,14814.0014,1767
28161,2021-07-12 10:17:00,14814.0014,14823.75,14812.25,14823.0075,1480
28162,2021-07-12 10:18:00,14823.0075,14827.5,14817.5,14823.2585,1116
28163,2021-07-12 10:19:00,14823.2585,14824.0,14814.5,14818.798,1102
28164,2021-07-12 10:20:00,14818.798,14824.75,14818.0,14820.0102,563
28165,2021-07-12 10:21:00,14820.0102,14826.75,14810.25,14826.5262,1681
28166,2021-07-12 10:22:00,14826.5262,14828.0,14816.25,14821.2277,1194
28167,2021-07-12 10:23:00,14821.2277,14821.25,14813.25,14816.9737,811
28168,2021-07-12 10:24:00,14816.9737,14823.5,14816.25,14816.7319,803
28169,2021-07-12 10:25:00,14816.7319,14819.75,14813.25,14815.7331,737
28170,2021-07-12 10:26:00,14815.7331,14822.75,14813.75,14818.773,886
28171,2021-07-12 10:27:00,14818.773,14827.0,14814.5,14826.0327,959
28172,2021-07-12 10:28:00,14826.0327,14830.5,14823.5,14829.73,1048
28173,2021-07-12 10:29:00,14829.73,14831.5,14826.5,14829.2896,756
28174,2021-07-12 10:30:00,14829.2896,14835.75,14826.25,14831.2665,1219
28175,2021-07-12 10:31:00,14831.2665,14834.0,14821.5,14822.2501,1067
28176,2021-07-12 10:32:00,14822.2501,14826.75,14817.25,14826.4743,1445
28177,2021-07-12 10:33:00,14826.4743,14829.75,14823.75,14827.2522,783
28178,2021-07-12 10:34:00,14827.2522,14832.7901,14824.5,14832.7901,814
28179,2021-07-12 10:35:00,14832.7901,14837.5,14828.0,14837.0013,1337
28180,2021-07-12 10:36:00,14837.0013,14844.75,14835.5,14837.5269,1919
28181,2021-07-12 10:37:00,14837.5269,14845.25,14837.0,14844.4695,1075
28182,2021-07-12 10:38:00,14844.4695,14845.5,14838.5,14840.4834,983
28183,2021-07-12 10:39:00,14840.4834,14840.4834,14833.25,14835.2968,1065
28184,2021-07-12 10:40:00,14835.2968,14837.75,14831.0,14833.4933,823
28185,2021-07-12 10:41:00,14833.4933,14840.75,14833.4933,14839.0242,787
28186,2021-07-12 10:42:00,14839.0242,14843.25,14837.25,14838.4977,692
28187,2021-07-12 10:43:00,14838.4977,14841.0,14837.5,14838.7946,433
28188,2021-07-12 10:44:00,14838.7946,14845.75,14838.75,14845.043,890
28189,2021-07-12 10:45:00,14845.043,14845.043,14840.0,14840.7701,564
28190,2021-07-12 10:46:00,14840.7701,14841.75,14835.9663,14835.9663,795
28191,2021-07-12 10:47:00,14835.9663,14845.0,14833.5,14844.4594,964
28192,2021-07-12 10:48:00,14844.4594,14845.5,14840.0,14843.2924,666
28193,2021-07-12 10:49:00,14843.2924,14843.2924,14835.0,14835.5472,793
28194,2021-07-12 10:50:00,14835.5472,14839.0,14826.75,14837.7355,1640
28195,2021-07-12 10:51:00,14837.7355,14841.75,14833.75,14841.4645,736
28196,2021-07-12 10:52:00,14841.4645,14849.2549,14840.75,14849.2549,1325
28197,2021-07-12 10:53:00,14849.2549,14850.0,14842.25,14844.4967,896
28198,2021-07-12 10:54:00,14844.4967,14845.0,14839.5,14843.2384,696
28199,2021-07-12 10:55:00,14843.2384,14848.25,14843.0,14845.2752,625
28200,2021-07-12 10:56:00,14845.2752,14850.75,14843.5,14847.741,809
28201,2021-07-12 10:57:00,14847.741,14850.5,14846.0,14850.2483,471
28202,2021-07-12 10:58:00,14850.2483,14852.25,14846.75,14848.2923,738
28203,2021-07-12 10:59:00,14848.2923,14849.5,14846.0,14848.74,469
28204,2021-07-12 11:00:00,14848.74,14849.5,14842.75,14842.7581,683
28205,2021-07-12 11:01:00,14842.7581,14851.75,14839.75,14850.2795,1117
28206,2021-07-12 11:02:00,14850.2795,14853.5,14846.5,14850.7015,996
28207,2021-07-12 11:03:00,14850.7015,14855.25,14849.0,14853.4962,862
28208,2021-07-12 11:04:00,14853.4962,14857.5,14852.25,14852.9531,1020
28209,2021-07-12 11:05:00,14852.9531,14854.0,14849.25,14852.0264,616
28210,2021-07-12 11:06:00,14852.0264,14852.75,14847.5,14849.5322,628
28211,2021-07-12 11:07:00,14849.5322,14855.5,14846.25,14855.0267,607
28212,2021-07-12 11:08:00,14855.0267,14856.25,14850.5,14850.7583,467
28213,2021-07-12 11:09:00,14850.7583,14853.5,14849.0,14850.2536,484
28214,2021-07-12 11:10:00,14850.2536,14854.0,14849.25,14852.0106,447
28215,2021-07-12 11:11:00,14852.0106,14857.5,14852.0,14855.5428,816
28216,2021-07-12 11:12:00,14855.5428,14855.5428,14847.25,14849.2791,669
28217,2021-07-12 11:13:00,14849.2791,14851.5,14844.5,14846.0284,714
28218,2021-07-12 11:14:00,14846.0284,14847.5,14843.5,14845.5439,461
28219,2021-07-12 11:15:00,14845.5439,14846.25,14841.25,14842.0474,449
28220,2021-07-12 11:16:00,14842.0474,14848.0,14839.0,14844.7196,904
28221,2021-07-12 11:17:00,14844.7196,14848.0,14843.5,14843.7744,430
28222,2021-07-12 11:18:00,14843.7744,14848.0,14843.25,14844.0034,387
28223,2021-07-12 11:19:00,14844.0034,14844.25,14837.5,14839.7219,579
28224,2021-07-12 11:20:00,14839.7219,14842.0,14837.5,14841.5124,574
28225,2021-07-12 11:21:00,14841.5124,14843.0,14835.75,14837.487,670
28226,2021-07-12 11:22:00,14837.487,14838.25,14834.0,14836.278,806
28227,2021-07-12 11:23:00,14836.278,14836.75,14832.0,14832.0354,600
28228,2021-07-12 11:24:00,14832.0354,14834.25,14825.25,14829.2765,1180
28229,2021-07-12 11:25:00,14829.2765,14831.25,14827.25,14828.7965,518
28230,2021-07-12 11:26:00,14828.7965,14830.5,14823.5,14829.2353,790
28231,2021-07-12 11:27:00,14829.2353,14833.75,14828.75,14832.0227,813
28232,2021-07-12 11:28:00,14832.0227,14835.75,14829.25,14835.7238,598
28233,2021-07-12 11:29:00,14835.7238,14836.0,14827.5,14827.7166,571
28234,2021-07-12 11:30:00,14827.7166,14830.25,14824.75,14828.2758,730
28235,2021-07-12 11:31:00,14828.2758,14832.0,14824.5,14831.2105,618
28236,2021-07-12 11:32:00,14831.2105,14833.25,14827.0,14829.2592,442
28237,2021-07-12 11:33:00,14829.2592,14833.0,14828.0,14830.27,482
28238,2021-07-12 11:34:00,14830.27,14831.5,14827.5,14829.7819,381
28239,2021-07-12 11:35:00,14829.7819,14836.75,14829.5,14835.4675,627
28240,2021-07-12 11:36:00,14835.4675,14839.0,14830.25,14834.5125,966
28241,2021-07-12 11:37:00,14834.5125,14835.0,14828.5,14831.9911,476
28242,2021-07-12 11:38:00,14831.9911,14832.75,14828.25,14831.4512,411
28243,2021-07-12 11:39:00,14831.4512,14832.75,14828.75,14832.4752,448
28244,2021-07-12 11:40:00,14832.4752,14833.0,14828.4663,14828.4663,297
28245,2021-07-12 11:41:00,14828.4663,14835.0,14826.75,14834.5079,655
28246,2021-07-12 11:42:00,14834.5079,14834.5079,14830.0,14830.2526,416
28247,2021-07-12 11:43:00,14830.2526,14834.25,14829.5,14829.9647,491
28248,2021-07-12 11:44:00,14829.9647,14830.5,14826.5,14830.262,594
28249,2021-07-12 11:45:00,14830.262,14835.0,14829.5,14834.493,448
28250,2021-07-12 11:46:00,14834.493,14839.75,14833.25,14838.0162,746
28251,2021-07-12 11:47:00,14838.0162,14843.75,14837.0,14842.7947,910
28252,2021-07-12 11:48:00,14842.7947,14844.0,14841.75,14842.7155,525
28253,2021-07-12 11:49:00,14842.7155,14843.75,14838.0,14839.733,537
28254,2021-07-12 11:50:00,14839.733,14841.0,14837.5,14838.0353,351
28255,2021-07-12 11:51:00,14838.0353,14841.5,14836.5,14840.478,381
28256,2021-07-12 11:52:00,14840.478,14841.75,14839.25,14840.2182,284
28257,2021-07-12 11:53:00,14840.2182,14840.75,14836.75,14837.7656,346
28258,2021-07-12 11:54:00,14837.7656,14841.25,14837.25,14840.2139,535
28259,2021-07-12 11:55:00,14840.2139,14843.75,14838.0,14839.7947,643
28260,2021-07-12 11:56:00,14839.7947,14846.25,14839.0,14845.4925,597
28261,2021-07-12 11:57:00,14845.4925,14846.25,14843.5,14844.7851,409
